Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
ACTR3C	16.103	0	8.1714	11.924	0	2.1616	0	79.106	0	45.022	59.895	0	18.629	0
ACTR5	10.129	7.2175	10.923	21.369	25.819	9.2801	30.352	79.632	20.414	64.233	112.81	60.917	42.902	121.38
ACTR6	31.386	16.436	34.629	52.488	14.188	14.792	18.182	99.69	29.808	156.07	199.96	36.171	51.874	96.393
ACTR8	10.778	13.746	11.948	15.543	27.069	6.6771	22.959	64.548	24.474	65.898	66.807	89.778	26.869	123.94
ACTRT1	0	0	0	0.17924	0	0	0	0	0	0	4.3389	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	3.4087	0	7.5134	0	0	47.224	0	9.6413	0	77.266	0	0	262.93
ACVR1	0.033869	22.885	10.585	5.9404	2.1154	5.1553	4.9048	0.26669	30.061	60.187	45.866	7.0161	23.515	27.309
ACVR1B	1.3834	0.515	1.9371	1.5003	0.87729	5.5526	7.7757	10.893	1.4566	17.079	14.323	2.9096	15.635	30.83
ACVR1C	0	0	1.0045	0.55838	0	0.013781	0	0	0	8.3599	6.3712	0	0.12479	0
ACVR2A	3.5282	13.865	11.982	1.4373	2.6664	14.389	4.9108	27.472	27.15	52.155	16.447	7.0349	73.537	23.249
ACVR2B	2.895	0	0.14047	0.91187	4.6948	0.22451	0	18.341	0	1.3079	8.5825	13.796	2.033	0
ACVR2B-AS1	2.3391	0.19875	3.8087	2.8626	0.095456	0.9712	2.521	9.4511	0.38248	15.758	8.392	0.31659	2.072	3.7352
ACVRL1	0.76657	0.091249	0.9117	0.76191	91.124	10.374	0.94229	3.1453	0.25809	2.5332	2.319	172.96	30.33	2.0457
ACY1	29.114	166.32	8.2285	15.189	0	37.23	0	155.81	181.4	55.978	92.077	0	126.12	0
ACY3	15.015	0	0	3.8282	0	0	0	60.926	0	0	50.612	0	0	0
ACYP1	11.642	27.632	33.308	31.053	0	8.008	8.952	67.969	56.778	193.02	138.59	0	39.889	40.352
ACYP2	23.485	7.7113	14.641	8.0328	12.105	7.8469	0.76874	85.125	18.578	68.135	48.842	22.816	36.127	4.2801
ADA	25.866	88.767	32.666	84.391	97.009	61.874	75.372	105.22	132.6	157.72	269.8	203.35	139.14	219.02
ADAD1	0	0	0	0.11117	0	0	0	0	0	0	1.6158	0	0	0
ADAD2	0.17563	0	4.2619	0.012199	0	0.25097	0	1.3829	0	52.538	0.29531	0	2.2726	0
ADAL	0.80606	35.469	11.981	12.608	6.1318	11.513	8.2597	2.7594	98.615	87.824	64.233	17.634	80.924	31.87
ADAM10	37.918	14.526	64.677	48.193	38.388	55.029	59.109	106.07	22.347	172.97	139.16	64.856	93.338	142.96
ADAM11	0	0	0.10025	0.034153	0	0.49708	0	0	0	1.2877	0.47955	0	4.5013	0
ADAM12	0.069352	98.69	4.5989	1.1832	0	0.96417	0	0.54608	150.06	43.118	17.547	0	8.7309	0
ADAM15	6.1838	12.942	12.735	9.3338	641.43	53.82	3.3952	42.387	30.644	57.308	66.167	433.09	150.05	15.862
ADAM17	46.425	39.458	29.094	22.501	19.344	35.069	16.366	125.9	35.731	84.047	74.656	34.679	55.462	44.828
ADAM18	0	0	0.21394	0.63508	0	0	0	0	0	2.7481	14.293	0	0	0
ADAM19	83.538	8.0349	62.652	12.258	15.315	20.586	3.8069	112.08	8.5519	122.06	48.873	34.411	68.558	21.196
ADAM1A	8.9651	3.3874	8.2313	2.8319	0	0.11085	2.8048	70.591	9.5812	59.867	21.826	0	0.98608	15.617
ADAM2	0	0	0.13497	0.065938	0	0	0	0	0	1.7337	1.0716	0	0	0
ADAM20	0	0	2.3559	1.0276	0	0.10244	0	0	0	29.562	16.232	0	0.92762	0
ADAM20P1	3.1088	0	0.40134	1.1764	0.92367	0	0	24.479	0	4.2663	16.565	3.0635	0	0
ADAM21	0	0	0	0.39061	2.7873	0	0	0	0	0	6.5687	9.2443	0	0
ADAM21P1	0	0	0	0.19559	0	0	0	0	0	0	2.9523	0	0	0
ADAM22	0.096607	0	1.8686	2.4014	5.9711	0.12207	0	0.76068	0	16.158	23.323	16.405	1.1054	0
ADAM23	0	0	1.5928	0.086893	2.3282	0	0	0	0	11.732	1.4358	5.1846	0	0
ADAM28	385.89	0	0.087359	40.191	0	83.347	40.806	551.55	0	0.80141	182.3	0	153.73	148.76
ADAM29	0	0	0.85787	0.08301	0	0	0	0	0	10.182	1.7044	0	0	0
ADAM30	0	0	0.6554	0.44107	0	0	0	0	0	5.253	8.0957	0	0	0
ADAM32	0	0	0	0.0198	0	0.53464	0	0	0	0	0.30275	0	4.8413	0
ADAM33	0.85093	97.439	1.1986	0.84585	0	0.40377	1.3662	1.8124	108.43	2.8215	2.1744	0	1.5831	2.2433
ADAM3A	0	0	0.22164	0.22624	0	0	0.14065	0	0	1.6204	2.7355	0	0	0.78309
ADAM5	0	0	0.10103	0.046674	0	0	0	0	0	1.2977	0.81265	0	0	0
ADAM6	0	0	0.53742	0.4838	0	0	0	0	0	5.1589	6.6404	0	0	0
ADAM7	0	0	0	0.44991	0	0	0	0	0	0	7.3638	0	0	0
ADAM8	49.321	0.80374	75.553	87.815	0	16.579	159.75	190.24	2.2733	202.83	225.8	0	47.754	298.65
ADAM9	5.3121	106.3	0.25189	1.378	4.1947	57.327	16.322	33.9	103.35	2.1252	13.127	12.939	104.86	79.42
ADAMDEC1	1.7983	0	0.56249	0.85562	0	46.934	0	7.1909	0	6.0201	8.581	0	129.17	0
ADAMTS1	0.061288	39.778	0.056909	0.09772	220.92	0	23.823	0.48258	75.786	0.73101	1.1858	262.48	0	93.72
ADAMTS10	0	6.6049	2.2704	0.45743	0.49273	0.25585	7.2573	0	9.8617	24.812	5.4448	1.6342	2.135	40.407
ADAMTS12	0.62985	35.761	0.21206	0.26737	0	0.027805	0	4.9594	70.84	1.9128	6.0382	0	0.20049	0
ADAMTS13	0	0	0.18801	1.7232	0.23273	0.053291	0.62774	0	0	1.5598	17.193	0.77187	0.30974	2.7383
ADAMTS14	0	2.9475	0	0.38938	0	0	4.8252	0	8.3367	0	5.3994	0	0	25.823
ADAMTS15	0	10.679	0	0.01995	0	0.0028048	0	0	19.266	0	0.34644	0	0.025399	0
ADAMTS16	0.48014	0	0.041151	0.32429	0	0	0	3.7806	0	0.46082	5.3359	0	0	0
ADAMTS17	2.495	0.45	1.8545	2.4093	1.0027	0.39707	2.0217	14.019	1.0152	8.0445	13.678	1.8285	0.61417	3.709
ADAMTS18	0	0	0.32715	0.045289	44.304	0	0	0	0	4.2023	0.45684	125.34	0	0
ADAMTS19	0.088384	0	1.0257	0.046929	0	0.028293	0	0.69594	0	12.803	0.75887	0	0.2562	0
ADAMTS2	1.3185	167.07	1.0906	1.4746	0.50274	5.2666	1.5716	3.5481	219.46	3.2382	12.013	1.6674	23.801	4.5726
ADAMTS20	0	0	0.047394	0.11308	0	0	0	0	0	0.3609	1.9293	0	0	0
ADAMTS3	0	0	0.12685	4.5351	0	0	0	0	0	1.5214	34.616	0	0	0
ADAMTS4	9.818	14.624	14.042	17.564	119.32	4.5557	13.49	9.8384	20.044	15.893	21.437	183.43	4.9303	11.841
ADAMTS5	0.099028	22.425	0.64179	0.22391	5.5256	0.0053658	0	0.77975	57.874	6.1887	3.3534	13.128	0.048589	0
ADAMTS6	2.2855	10.509	0.06964	1.3584	25.473	0	0	9.0006	14.954	0.89454	10.214	71.534	0	0
ADAMTS7	3.5222	2.2562	0.104	0.13994	4.1564	0.047439	0	27.734	4.6324	0.9126	1.5402	13.785	0.42958	0
ADAMTS8	0	0.2	0.348	0.19369	0	0	0	0	0.56567	3.5951	3.39	0	0	0
ADAMTS9	0.0045159	12.658	0.25897	0.030722	59.002	0.32388	0	0.035558	25.062	1.9116	0.31501	53.704	2.5274	0
ADAMTS9-AS2	0	0	0	0.24011	29.342	0	0	0	0	0	4.8219	45.405	0	0
ADAMTSL1	0	13.728	0.36613	0.15838	107.04	0.019511	0	0	29.847	2.3329	2.7099	165.02	0.17668	0
ADAMTSL2	1.0577	2.4613	2.3112	2.7721	51.742	1.4744	1.9362	2.368	4.589	4.3342	4.4048	103.3	3.4499	3.6174
ADAMTSL3	0	2.4637	0.053515	0.25154	0	0	0.12613	0	6.9684	0.61814	2.9833	0	0	0.70226
ADAMTSL4	0.025804	6.5015	2.5542	0.91844	0.97089	14.65	0	0.20318	12.153	13.195	7.4206	3.2201	28.61	0
ADAMTSL5	0.55239	0.066249	3.5693	2.4038	0.9837	0.56389	0.42582	1.6386	0.18738	22.294	15.067	3.2626	2.1747	1.1594
ADAP1	5.3155	0	11.829	12.98	0	9.5457	37.023	41.443	0	78.707	70.576	0	40.39	110.33
ADAP2	1.1064	0	0.74682	0.51491	13.484	136.21	0.29646	7.0916	0	3.1915	3.0045	44.721	160.82	1.2831
ADAR	57.705	54.694	96.285	104.79	47.146	36.137	111.16	103.18	59.194	148.38	155.56	58.547	48.34	176.82
ADARB1	4.5969	4.8424	4.5133	7.6652	12.247	0.9316	17.72	28.845	13.317	29.5	41.15	30.998	7.4601	70.335
ADARB2	0.12677	0.02125	0.6373	0.3288	0.20273	0.11585	0.33646	0.40896	0.060105	3.2968	1.3023	0.67236	0.38363	1.6436
ADARB2-AS1	0	0	0.40232	0.011385	0	0.018659	0	0	0	3.8827	0.2756	0	0.16896	0
ADAT1	24.11	12.603	39.932	47.572	28.517	13.848	24.955	52.818	17.05	99.843	99.495	35.015	23.761	24.641
ADAT2	6.1867	0.95249	17.858	15.587	5.3464	1.6941	1.1113	25.964	2.2654	65.937	51.422	7.9119	5.3605	3.245
ADAT3	7.6954	7.9684	9.9403	6.4346	0	1.5188	1.7733	60.593	22.538	64.155	55.131	0	9.7234	9.8734
ADC	0	30.569	4.6861	5.0778	0	2.6132	0	0	69.01	39.078	44.003	0	18.395	0
ADCK1	6.3372	0	0.17497	4.7976	2.3772	5.5038	0	36.108	0	1.5845	54.371	6.259	24.771	0
ADCK2	8.6401	0	7.6871	3.5441	0	15.949	0	43.537	0	52.211	39.521	0	82.801	0
ADCK3	30.633	62.964	20.01	24.842	126.27	17.371	28.462	137.84	125.79	105.28	122.23	188.17	55.432	102.94
ADCK4	5.933	66.74	34.842	20.543	33.871	11.666	21.804	32.734	145.96	163.24	107.37	91.394	43.797	121.4
ADCK5	0.28225	18.701	15.675	17.599	6.4367	9.9246	0	2.2224	52.895	101.1	115.33	21.348	40.292	0
ADCY1	0.48272	0.41751	0.94942	1.2353	3.2536	0.47035	0.58195	0.78687	0.89053	5.57	5.3684	5.7956	0.9961	1.1705
ADCY10	0	0	0.081817	0.1242	0	0	0	0	0	0.86086	1.1502	0	0	0
ADCY10P1	0.3861	0.40124	1.5042	1.1158	0	0.011586	9.3343	2.2092	1.1349	13.44	10.184	0	0.085455	51.68
ADCY2	0.91398	0.73252	1.615	1.3522	0.38091	0.99257	1.7449	1.6577	1.52	3.1468	2.4516	1.0471	3.3375	2.355
ADCY3	24.244	11.109	1.557	6.8872	5.4148	8.4247	0.5197	129.84	10.814	9.7075	43.698	17.959	24.041	2.8935
ADCY4	0	0.215	0.41704	3.3578	148.99	1.5944	0.26711	0	0.60811	3.5325	31.945	150.86	10.128	1.4872
ADCY5	0	0	0.40037	0.19371	0	0.35767	0	0	0	2.9379	2.2167	0	3.2389	0
ADCY6	2.3807	13.622	2.358	2.8517	26.562	1.0368	2.2223	3.0828	34.457	4.54	5.0718	58.579	1.4086	2.5592
ADCY7	23.255	7.6449	31.589	36.29	0.29364	28.918	50.124	72.272	11.256	78.286	100.38	0.97388	46.785	94.246
ADCY8	0	0	0.31237	0.10916	0	0	0	0	0	2.8643	1.6338	0	0	0
ADCY9	0	4.2824	0.13225	0.50697	0	1.6906	0	0	9.5477	1.0632	5.8084	0	12.53	0
ADCYAP1	0	0	0	0.0285	0	0	0	0	0	0	0.49015	0	0	0
ADCYAP1R1	0	0	2.0269	0.35983	0	0.0057318	0.45195	0	0	23.367	7.6928	0	0.036685	2.4414
ADD1	26.373	29.065	46.784	33.584	71.781	19.752	109.09	78.277	39.431	103.09	94.448	94.065	47.933	186.51
ADD2	9.3698	0	0.023515	0.18321	9.2277	3.5656	0.39611	73.778	0	0.30206	3.7379	20.548	14.948	2.2055
ADD3	62.404	92.302	129.98	54.54	51.68	27.431	179.03	146.1	121.03	209.96	146.94	59.791	79.385	228.65
ADGB	0.3479	0	0.050789	0.046352	0	0	0	2.7394	0	0.48662	0.65717	0	0	0
ADH1A	0.89364	0.083749	0.10515	0.045692	0	0.027805	0	7.0366	0.23688	1.0205	0.69243	0	0.25178	0
ADH1B	0.31996	45.475	0	0.047557	0	1.2719	0	2.5194	128.62	0	0.61974	0	11.335	0
ADH1C	0	0	0.061754	0.020733	0	0	0	0	0	0.79325	0.50188	0	0	0
ADH4	4.4002	0.42749	6.8969	5.8993	2.6991	2.314	5.546	7.7907	0.8501	18.261	12.663	7.2554	4.076	9.6606
ADH5	95.896	57.744	69.204	66.947	59.061	37.23	44.401	250.65	89.325	170.07	187.16	98.221	92.921	157.98
ADH6	0	0	0.33231	0.50698	0	0.056343	0	0	0	3.1407	6.6077	0	0.5102	0
ADH7	0	0	0.11734	0.028033	0	0.015976	0	0	0	1.5073	0.58114	0	0.14467	0
ADHFE1	6.6603	0	11.426	22.545	15.857	6.7821	30.267	35.044	0	47.541	114.07	52.592	33.453	145.3
ADI1	24.846	78.692	74.041	30.731	24.064	54.233	71.039	101.01	136.93	229.37	149.59	41.297	106.81	265.38
ADIG	0	0	0	0.095515	0	0	0	0	0	0	1.7852	0	0	0
ADIPOQ	3.0797	0.22874	3.6699	4.402	1.3054	1.4979	5.1688	5.0813	0.42799	7.331	6.1406	4.3297	2.493	5.3847
ADIPOQ-AS1	1.0865	0	2.3712	1.3502	0.77638	0.79085	1.7291	3.7567	0	8.4176	3.7908	2.575	2.2167	4.8453
ADIPOR1	135.88	86.806	93.491	92.495	69.119	148.23	16.253	313.11	106.72	252.83	237.02	139.78	165.01	46.799
ADIPOR2	10.873	3.4675	8.7464	6.1278	2.6372	9.7262	0.22711	47.568	5.5253	43.765	36.095	8.7465	31.911	1.2645
ADIRF	0	96.807	1.267	0.2876	755.48	0.50183	0	0	201.71	12.247	3.7686	1313.4	4.5442	0
ADK	37.678	29.354	26.956	20.404	9.2728	23.885	19.005	94.825	33.041	90.138	88.377	26.808	59.323	80.549
ADM	38.08	124.08	18.1	0.77902	73.984	412.34	0	270.71	350.96	166.54	17.68	132.62	884.78	0
ADM2	3.9494	0.29625	4.6425	3.7727	6.0882	1.6966	3.7714	7.6163	0.56523	13.656	6.3087	9.6838	2.6599	3.6486
ADM5	4.3576	0	2.2171	0.24205	20.748	0	0	34.312	0	23.189	4.5278	47.38	0	0
ADNP	29.806	28.312	14.838	22.779	0.40091	6.0879	31.89	78.899	28.333	66.797	85.365	1.3297	32.861	87.773
ADNP2	2.1111	0.1125	3.8599	7.7157	4.6229	3.0219	2.7466	15.51	0.3182	23.425	45.032	15.332	14.74	15.293
ADO	1.0365	2.3887	4.2587	6.2633	0	6.1309	0.66973	7.9227	6.7562	32.861	43.141	0	24.41	3.7289
ADORA1	0	1.2924	0.42146	0.16452	0	1.8596	0	0	3.6556	5.4138	2.4246	0	16.84	0
ADORA2A	23.64	0.58001	46.189	120.21	6.6243	5.8358	2.4288	117.62	1.6405	186.35	312.97	21.97	19.45	13.523
ADORA2A-AS1	1.4891	0	0.3903	2.1301	0.82727	1.0227	0.032902	9.4586	0	1.9711	15.904	2.7437	5.5039	0.18319
ADORA2B	0.1987	0	2.0607	2.4248	0	0.28671	1.2397	0.86324	0	17.242	31.4	0	1.5268	5.4699
ADORA3	0	0	0.7097	0.51357	0	139.61	0	0	0	5.3737	7.3924	0	229.81	0
ADPGK	82.828	40.527	62.762	77.103	118.67	124.9	106.86	233.65	53.459	168.11	188.63	221.44	143.57	217.37
ADPGK-AS1	22.215	5.6113	7.6107	5.0681	2.0546	1.4313	4.2123	57.253	11.337	29.706	21.968	6.8144	7.2917	23.453
ADPRH	36.848	10.26	19.013	14.066	12.58	14.447	0	136.85	29.02	105.83	90.76	28.412	38.424	0
ADPRHL1	0.011128	3.6212	0	0.047101	0	0	0	0.087625	8.8739	0	0.77769	0	0	0
ADPRHL2	96.665	53.995	49.836	53.651	46.595	51.776	78.678	388.77	73.286	215.78	218.2	103.67	120.51	257.54
ADPRM	71.019	1.7874	27.228	32.641	9.0618	9.7444	0	207.92	3.6869	139.71	175.23	30.054	37.39	0
ADRA1A	21.9	5.1424	27.681	33.864	20.309	8.2749	28.814	27.051	6.6204	48.138	36.318	23.445	10.763	23.007
ADRA1B	0	0	1.3629	0.0059611	0	0	0	0	0	17.506	0.1443	0	0	0
ADRA1D	0	0	0	0.020716	0	0	0	0	0	0	0.3571	0	0	0
ADRA2A	0	3.9414	0	0.27928	0	0	0	0	11.148	0	5.2121	0	0	0
ADRA2B	0	0	2.4197	1.1179	0	4.3203	0	0	0	21.541	18.149	0	24.521	0
ADRA2C	0	0	0	0.021312	0	0.010853	0	0	0	0	0.36729	0	0.09828	0
ADRB1	0	0	0	0.89343	0	0.80041	0	0	0	0	17.058	0	7.248	0
ADRB2	71.391	0	23.672	36.034	0	26.377	182.13	238.09	0	131.87	214.61	0	96.376	325.28
ADRB3	0	0	0.043212	1.7653	0	0.035487	0	0	0	0.45401	34.29	0	0.32135	0
ADRBK1	39.42	14.339	51.684	43.223	7.3191	33.505	55.769	96.006	35.986	117.38	89.595	14.629	63.36	122.3
ADRBK2	24.182	0.79375	7.3012	5.3989	0.51728	9.6349	1.3358	49.921	1.4526	21.988	18.348	1.0627	16.315	1.5974
ADRM1	115.62	201.4	148.39	132.23	146.64	135.05	193.92	266.87	256.43	308.51	278.96	198.15	188.29	324.96
ADSL	37.913	82.207	178.39	95.994	44.574	42.75	69.733	122.37	98.505	324.57	287.73	90.415	91.427	215.08
ADSS	68.169	15.367	70.657	99.276	74.598	21.609	57.891	186.81	34.386	216.42	249.33	96.943	71.11	146.86
ADSSL1	0.56575	0	0	1.8927	7.0646	5.0569	0	3.9565	0	0	25.822	23.431	31.127	0
ADTRP	4.9674	0	34.521	6.3395	0	10.803	0	38.28	0	140.86	50.053	0	59.97	0
AEBP1	0.68656	474.11	5.7413	1.826	24.156	3.4274	0	5.406	936.39	31.82	12.844	52.588	25.38	0
AEBP2	8.4717	2.7138	28.138	28.636	18.077	2.7487	4.1498	35.101	6.5689	86.184	89.686	39.185	8.4002	14.761
AEN	34.323	7.9111	35.456	20.754	55.91	10.186	41.294	166.55	15.954	120.13	104.74	141.54	54.324	176.49
AES	28.616	17.05	100.6	38.262	23.241	16.3	145.91	73.372	21.426	170.83	87.753	40.106	35.598	254.51
AFAP1	0	30.294	7.551	5.9194	23.515	0	0.1971	0	62.354	42.383	36.311	31.659	0	1.0974
AFAP1-AS1	0.29466	0.02375	0.99378	0.18614	1.9963	0.43304	0.027741	1.8737	0.067175	4.9752	1.2215	5.7229	3.2745	0.15446
AFAP1L1	0.15016	0.087499	0.80054	0.7177	70.75	0.44244	0.22259	0.71218	0.24748	7.4694	7.092	79.732	2.6741	0.86185
AFAP1L2	0	0	2.6904	33.243	0	0.23878	7.2358	0	0	22.596	110.15	0	1.5382	39.852
AFF1	7.9616	15.479	23.47	16.966	14.612	11.925	15.049	22.741	18.028	89.062	45.152	10.283	22.007	46.861
AFF2	0.040159	0	0.13958	0.20582	0	0.20475	0	0.22191	0	1.2368	2.624	0	1.8541	0
AFF3	60.859	0.77874	4.468	5.3218	1.84	3.2498	7.006	125.4	0.94654	7.6317	15.71	3.5793	10.901	12.247
AFF4	37.636	22.521	15.025	23.114	24.125	8.8805	38.446	81.396	24.599	35.604	52.323	27.216	18.613	103.41
AFG3L1P	26.603	3.9336	27.256	42.829	107	10.217	6.2232	92.58	7.3784	122.49	210.83	254.53	61.817	34.649
AFG3L2	11.708	12.507	14.785	20.102	22.173	13.303	72.28	54.62	12.922	84.514	84.428	60.255	37.551	233.86
AFM	0	0	0	0.061043	0	0	0	0	0	0	1.3747	0	0	0
AFMID	25.301	20.581	30.323	45.553	10.767	27.969	22.443	28.393	20.443	42.868	70.111	18.772	44.145	23.608
AFP	0	0	0	0.084875	0	0	0	0	0	0	1.5565	0	0	0
AFTPH	86.966	0.58625	37.259	55.255	22.53	19.905	31.244	158.86	1.5142	120.64	142.1	61.663	42.14	82.483
AGA	33.355	16.49	31.824	30.703	6.302	15.682	0	110.11	31.727	156.52	116.35	20.901	52.049	0
AGAP1	0.18644	0.44125	2.2165	1.5108	0	0.13976	0.34678	0.96521	1.1391	16.65	15.174	0	1.0913	1.4482
AGAP11	0.13532	3.3286	0.53375	0.89601	22.688	0.14464	0.95779	0.75116	9.4148	6.8165	17.634	39.233	0.90777	5.3328
AGAP2	2.8546	3.2025	17.747	11.859	0	0.78276	13.82	15.456	9.0581	52.695	39.582	0	4.3406	59.153
AGAP3	0.036771	66.775	5.1024	5.8251	0.067269	11.103	10.504	0.28954	122.94	28.559	35.936	0.22311	35.161	58.483
AGAP4	0	0	0.87505	6.2148	0	0.77157	2.0755	0	0	6.5988	37.326	0	6.075	11.556
AGAP5	0.74286	8.7488	2.1781	8.896	6.3185	2.3566	11.526	5.5175	14.849	10.826	61.551	20.956	9.6307	64.175
AGAP6	12.025	0	15.68	10.289	32.829	3.3916	2.255	59.448	0	90.878	52.336	49.985	15.52	11.838
AGAP7	0.75722	6.9501	6.5313	6.1906	0	1.5165	0.36741	5.9623	11.68	29.134	39.391	0	13.733	2.0456
AGAP8	2.0065	1.7637	10.011	8.9514	8.642	0.71545	11.402	8.9526	4.9885	58.816	57.181	20.068	3.4778	63.484
AGAP9	0.2616	3.869	2.5371	6.1896	0	4.2935	2.0595	1.6952	10.943	27.325	47.018	0	20.527	7.9847
AGBL1	0.032418	0	0.14824	0.12859	0	0.015854	0	0.25526	0	1.1785	1.4932	0	0.14356	0
AGBL2	1.0633	2.4413	0.69618	4.0347	0	0	0.22485	8.3728	6.9051	6.4713	34.318	0	0	1.2519
AGBL3	0.11999	1.0437	0.6643	1.2917	0	0.54683	1.2965	0.94482	2.9521	5.9077	17.553	0	3.6369	7.2186
AGBL4	0.12467	0	0.47607	0.016005	0	0	0	0.98165	0	6.1152	0.22502	0	0	0
AGBL5	16.023	0.15375	8.5717	10.257	31.315	6.0327	41.269	126.11	0.43487	71.905	62.379	76.602	47.48	162.79
AGER	2.2261	0	16.324	5.0475	2.191	6.4248	4.4936	13.617	0	76.104	32.776	7.2668	37.581	17.437
AGFG1	1.8147	0.60625	7.1474	8.6327	0.68911	9.987	1.2946	9.9872	1.5228	26.701	33.49	1.4695	26.744	4.2054
AGFG2	2.4394	0	8.6789	15.831	0.57364	0.019145	12.024	19.208	0	40.104	56.961	1.9026	0.12685	46.358
AGGF1	36.154	13.231	22.353	23.233	11.77	15.826	20.884	79.072	19.975	82.146	78.563	21.069	41.334	60.15
AGK	14.032	5.5514	26.755	57.089	27.511	9.7448	83.275	83.338	11.094	114.24	162.95	55.307	44.583	300.13
AGL	10.609	4.7099	11.368	12.688	1.9365	5.6443	17.151	45.921	9.8336	51.7	48.944	6.4226	19.527	91.573
AGMAT	25.112	10.878	31.275	39.625	14.271	12.006	32.977	29.692	13.99	51.733	65.128	12.813	11.865	27.159
AGMO	4.8181	4.3713	3.0518	4.329	6.9398	1.3055	3.3223	13.401	7.8694	7.8621	8.0447	17.555	2.3467	7.3301
AGO1	11.723	10.395	0.98932	9.7858	14.551	8.0376	3.7009	44.155	21.372	7.3464	39.943	29.088	21.478	19.923
AGO2	0.13999	4.2137	17.486	16.853	12.062	10.824	5.4506	1.1023	11.159	61.965	69.746	29.723	42.073	22.957
AGO3	17.432	50.551	21.133	31.308	2.5145	12.937	24.017	54.283	71.203	67.658	113.25	4.729	48.773	79.475
AGO4	1.3662	2.7538	2.4086	7.294	11.766	8.4573	29.511	7.5555	3.6672	14.714	35.008	20.395	26.721	92.933
AGPAT1	16.799	89.211	32.08	32.534	32.223	17.366	57.379	80.466	133.85	106.07	119.99	64.871	48.664	145.43
AGPAT2	9.3227	20.71	19.665	28.719	53.743	40.165	96.319	51.654	40.415	131.03	136.73	92.763	109.07	276.01
AGPAT3	4.4535	6.46	8.4032	4.4202	1.12	6.9645	2.9245	22.097	9.2841	31.033	18.726	3.7145	17.707	11.701
AGPAT4	0	3.9826	1.6656	0.97156	1.7373	3.103	27.419	0	8.0353	10.804	8.2501	5.7618	8.7345	62.362
AGPAT4-IT1	0	0	3.9288	1.2476	0	2.9373	22.6	0	0	30.331	17.793	0	18.63	125.06
AGPAT5	12.541	0.9125	4.4227	12.599	20.569	8.3372	0	52.995	2.5809	19.93	62.807	47.997	27.362	0
AGPAT6	12.876	26.81	25.303	22.267	51.341	28.683	18.323	40.012	40.686	72.355	68.767	44.359	77.299	73.858
AGPAT9	0	0	2.6295	1.8312	6.3781	15.436	0	0	0	20.074	32.056	15.152	73.073	0
AGPHD1	0	13.635	1.9185	2.1557	10.975	0	0	0	38.567	17.375	27.301	36.399	0	0
AGPS	3.3043	3.6112	5.5099	9.9191	2.6654	5.4734	10.198	16.656	5.1244	28.091	46.189	4.0184	15.626	33.894
AGR2	0	0	0	0.027405	0	0	0	0	0	0	0.66341	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	0.11048	2.9776	0.74129	2.3776	17.434	0.72245	1.1404	0.86988	8.4219	8.0982	20.675	40.282	4.1356	6.3493
AGRP	0	0	0	1.0094	0	4.7533	0	0	0	0	15.723	0	43.043	0
AGSK1	0.29112	6.8424	0.038667	0.69339	0.72728	0.012073	3.949	2.2923	15.256	0.3515	11.738	2.4121	0.10933	21.987
AGT	0	0	0	0.35607	0	0.045609	0	0	0	0	8.4396	0	0.41301	0
AGTPBP1	3.4731	2.3538	16.402	21.142	10.851	17.473	46.756	22.913	6.6576	65.392	96.361	35.988	40.594	128.69
AGTR1	0	0.24375	0	0.075	0	0	0	0	0.68942	0	1.0793	0	0	0
AGTR2	0	0	0	0.16171	0	0	0	0	0	0	3.1656	0	0	0
AGTRAP	68.745	373.06	77.883	90.52	18.61	216.08	161.03	379.28	466.47	244.18	312.04	61.721	434.33	350.3
AGXT	0	0	0.11103	0.13029	0	0	0	0	0	1.4262	2.5071	0	0	0
AGXT2	0	0	0.1486	0.11049	0	0	0	0	0	1.9088	1.6211	0	0	0
AGXT2L1	0.10178	0	0	0	0	0.00561	0	0.80138	0	0	0	0	0.050801	0
AGXT2L2	67.351	14.794	67.826	78.82	45.831	25.08	39.744	218.52	29.262	177.63	212.21	89.902	59.928	191.16
AHCTF1	4.8139	19.55	3.5657	13.976	14.948	2.4191	9.5509	21.566	26.37	17.095	52.21	21.65	8.9462	42.281
AHCTF1P1	0	0	0.16836	0.3534	0	0.065363	0	0	0	1.9675	3.5387	0	0.59189	0
AHCY	51.384	111.59	17.073	43.157	58.017	41.991	83.425	163.57	124.16	104.43	168.05	129.39	94.414	315.97
AHCYL1	21.951	60.701	18.65	15.915	33.721	19.385	21.9	75.594	55.391	54.251	66.188	52.965	44.127	67.732
AHCYL2	0.44675	0.1375	3.4226	3.2519	3.5181	0.60511	2.1684	1.4855	0.29532	21.31	26.195	9.8011	1.9808	9.9096
AHDC1	0.071771	2.2337	0.96	0.87043	4.9465	0.45792	0.51165	0.39649	4.5001	5.7705	8.441	15.421	2.4217	2.1935
AHI1	8.5082	18.717	14.109	35.85	22.9	4.6442	11.21	30.471	17.65	56.323	93.059	59.378	16.467	50.141
